"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity"
"ncg","Nisga'a","Tsimshian","Alaska-Oregon",,,0.635593235492706,0.142857149243355,10,920,211.3460715,0
"nch","Central Huasteca Nahuatl","Uto-Aztecan",,1.31816220283508,8.85249423980713,0,,,200000,2320.675374,0
"ncj","Northern Puebla Nahuatl","Uto-Aztecan","Mesoamerica",1.32977056503296,8.62716579437256,0,0.800000011920929,5,60000,375.4435861,0
"nck","Nakara","Australian","N-Australia",,,0,0.583333313465118,3,88,247.3863081,0
"ncl","Michoacán Nahuatl","Uto-Aztecan","Mesoamerica",1.41322040557861,8.85043907165527,0,0.625,8,3000,371.5299538,0
"ncu","Chumburung","Niger-Congo","African-Savannah",1.26999521255493,7.75408840179443,0,,,69000,1846.551712,0
"nde","Ndebele","Niger-Congo",,1.70956993103027,11.6862602233887,,,,1567000,87062.86112,1
"ndi","Samba Leko","Niger-Congo","African-Savannah",,,0,0,1,62000,2206.566194,0
"ndo","Ndonga","Niger-Congo","S-Africa",1.58417940139771,9.72167491912842,0,0.583333313465118,12,1070000,55070.98709,0
"ndp","Ndo","Nilo-Saharan",,1.53186249732971,9.3280782699585,0,,,133800,2182.070442,0
"nds","Low Saxon","Indo-European","Europe",1.72641813755035,9.00277900695801,0,,,1000,,0
"ndt","Ndunga","Niger-Congo","S-Africa",,,0,0.5,6,2500,205.8002732,0
"ndv","Ndut","Niger-Congo","African-Savannah",,,0,0.571428596973419,7,38600,79.37539477,0
"neb","Toura","Niger-Congo","African-Savannah",1.51224303245544,8.20063877105713,0,,,38500,2272.731757,0
"nee","Kumak","Austronesian","Oceania",,,0,0.25,1,950,864.4195287,0
"new","Newar","Sino-Tibetan","Indic",,,0.036481648683548,0.643750011920929,9,839000,426.0925867,0
"nez","Nez Perce","Sahaptian","Basin-and-Plains",,,0,0.672500014305115,20,200,3168.050154,0
"nfr","Nafaanra","Niger-Congo","African-Savannah",1.52356564998627,7.37958478927612,0,,,61000,1620.056759,0
"nga","Ngbaka","Niger-Congo","S-Africa",,,0,0.5,2,1013650,28904.56485,0
"ngi","Ngizim","Afro-Asiatic","African-Savannah",,,0,0.444444447755814,9,80000,2357.34646,0
"ngk","Ngalkbun","Australian","N-Australia",,,0,1,4,20,15681.8163,0
"ngo","Ngoni","Niger-Congo","S-Africa",,,0,0.666666686534882,6,223000,21264.84729,0
"ngu","Guerrero Nahuatl","Uto-Aztecan",,1.32466065883636,,0,,,150000,8755.552786,0
"nhe","Eastern Huasteca Nahuatl","Uto-Aztecan",,1.31291222572327,8.86965084075928,0,0.625,8,410000,4559.82822,0
"nhg","Tetelcingo Nahuatl","Uto-Aztecan","Mesoamerica",1.54155004024506,9.29095935821533,0,0.455952376127243,21,3500,94.53567508,0
"nhi","Tenango Nahuatl","Uto-Aztecan",,1.44316673278809,9.29507637023926,0,,,17100,147.8330556,0
"nhn","Central Nahuatl","Uto-Aztecan","Mesoamerica",,,0,1,1,40000,990.2745878,0
"nhr","Naro","Khoisan","S-Africa",1.48246920108795,,0.5,,,14000,58640.93732,1
"nhu","Noone","Niger-Congo","African-Savannah",1.52080523967743,8.07499217987061,0,0.444444447755814,9,25000,296.304951,0
"nhw","Western Huasteca Nahuatl","Uto-Aztecan","Mesoamerica",1.29938101768494,8.88888072967529,0,,,400000,2812.755566,0
"nhx","Isthmus-Mecayapan Nahuatl","Uto-Aztecan","Mesoamerica",,,0,1,2,20000,666.860063,0
"nhy","Northern Oaxaca Nahuatl","Uto-Aztecan",,1.39742410182953,9.07718563079834,0,,,9000,154.6019898,0
"nia","Nias","Austronesian","Southeast-Asia",1.54041182994843,8.74413871765137,0,0.616666674613953,10,770000,5246.585405,0
"nif","Nek","Trans-New-Guinea",,1.47027790546417,9.75124168395996,0,,,1500,55.56372962,0
"nih","Nyiha","Niger-Congo","S-Africa",,,0,1,2,662000,6226.775499,0
"nii","Nii","Trans-New-Guinea","Interior-New-Guinea",1.35340881347656,7.7685923576355,0,,,12000,414.0408516,0
"nij","Ngaju","Austronesian","Southeast-Asia",1.5083521604538,8.55153179168701,,,,890000,31470.93035,1
"nim","Nilamba","Niger-Congo",,1.75802612304688,11.0622406005859,0,,,455000,6763.601906,0
"nin","Ninzo","Niger-Congo",,1.51039457321167,7.39488697052002,0,,,35000,390.1554228,0
"nio","Nganasan","Uralic","Inner-Asia",,,0,0.666666686534882,9,500,23240.57063,0
"nir","Nimboran","Nimboran","N-Coast-New-Guinea",,,0,0.5,5,2000,332.9293987,0
"nit","Southeastern Kolami","Dravidian",,,,0,0.646153867244721,13,10000,1045.29852,0
"niu","Niue","Austronesian","Oceania",,,,0.16666667163372,12,7950,266.1852725,1
"niv","Gilyak","Language-isolate","N-Coast-Asia",,,0,0.696081340312958,24,690,8086.597086,0
"niy","Ngiti","Nilo-Saharan","S-Africa",,,0,0.502192974090576,19,100000,581.1592975,0
"njb","Nocte Naga","Sino-Tibetan","Southeast-Asia",,,0,1,5,35000,1251.991428,0
"njh","Lotha Naga","Sino-Tibetan","Southeast-Asia",,,0,0.785714268684387,7,148000,741.5071607,0
"njm","Angami Naga","Sino-Tibetan","Southeast-Asia",1.63011908531189,9.08488655090332,,,,125000,2004.664831,1
"njo","Ao Naga","Sino-Tibetan","Southeast-Asia",,,0,0.681818187236786,11,232000,1429.068231,0
"nju","Ngadjunmaya","Australian","S-Australia",,,0,0.666666686534882,6,10,72951.24475,0
"nko","Nkonya","Niger-Congo","African-Savannah",1.55931508541107,,0,0.5625,8,28000,194.5438378,0
"nkr","Nukuoro","Austronesian","Oceania",,,0,1,1,860,0.605304827,0
"nlc","Nalca","Trans-New-Guinea",,1.36310052871704,9.20371723175049,0,,,11100,1387.78004,0
"nld","Dutch","Indo-European","Europe",1.69064235687256,8.75376892089844,,0.330729156732559,16,21220000,90175.3317,1
"nlg","Gela","Austronesian","Oceania",,,0,0.25,4,11900,412.710932,0
"nll","Nihali","Language-isolate",,,,0,0.47857141494751,5,2000,382.1287467,0
"nmd","Ndumu","Niger-Congo","S-Africa",,,0,0.400000005960465,5,4310,352.1725749,0
"nmf","Tangkhul Naga","Sino-Tibetan","Southeast-Asia",,,0,0.9375,8,125000,2762.519431,0
"nmm","Manangba","Sino-Tibetan","Indic",,,0,1,1,3740,777.1162143,0
"nmn","!Xóõ","Khoisan","S-Africa",,,0,1,1,4200,90000.46133,0
"nmu","Northeast Maidu","Maiduan","Basin-and-Plains",,,0,0.779761910438538,14,2,14.13048485,0
"nmz","Nawdm","Niger-Congo",,1.62278544902802,8.76328563690186,0,,,146000,6105.896038,0
"nnb","Nande","Niger-Congo","S-Africa",1.53400564193726,10.5664215087891,0,1,2,903000,10230.06635,0
"nnh","Ngiemboon","Niger-Congo","African-Savannah",1.66724276542664,8.93192291259766,0,,,250000,224.3711796,0
"nni","North Nuaulu","Austronesian","Oceania",,,0,0.454545468091965,11,500,73.23036574,0
"nnk","Nankina","Trans-New-Guinea","N-Coast-New-Guinea",,,0,0.5,2,2500,177.3069586,0
"nnm","Namia","Sepik","N-Coast-New-Guinea",,,0,0.375,8,6000,721.9010508,0
"nnw","Southern Nuni","Niger-Congo",,1.43653321266174,7.17361927032471,0,,,168000,13187.32618,0
"noa","Woun Meu","Chocoan","Andean",1.50604963302612,9.84666156768799,0,1,6,6000,13659.32832,0
"nog","Nogai","Altaic","Inner-Asia",,,0,1,6,90000,2687.736175,0
"nop","Numanggang","Trans-New-Guinea",,1.54974007606506,10.0981168746948,0,,,2260,122.2632081,0
"not","Nomatsiguenga","Maipurean","Andean",1.42273235321045,10.2045240402222,0,,,6500,3215.667046,0
"nou","Ewage-Notu","Trans-New-Guinea","S-New-Guinea",1.32033562660217,7.89166450500488,0,,,12900,674.8815686,0
"npa","Nar Phu","Sino-Tibetan","Indic",,,0,0.708333313465118,8,800,385.4605446,0
"npl","Nahuatl, Southeastern Puebla","Uto-Aztecan",,1.47920882701874,9.26574325561523,0,,,92000,1295.721113,0
"npy","Napu","Austronesian","Oceania",1.46007931232452,9.00528144836426,0,,,6000,910.2758193,0
"nrb","Nara","Nilo-Saharan","Greater-Abyssinia",,,0,0.607142865657806,7,81400,1931.151262,0
"nri","Chokri Naga","Sino-Tibetan",,,,0,0.333333343267441,6,24000,464.9810151,0
"nrz","Lala","Austronesian","S-New-Guinea",,,0,0.666666686534882,6,3000,694.823573,0
"nse","Nsenga","Niger-Congo","S-Africa",,,0,0.666666686534882,3,752100,38534.97931,0
"nsm","Sumi Naga","Sino-Tibetan","Southeast-Asia",,,0,0.796296298503876,9,242000,1992.878913,0
"nsn","Nehan","Austronesian","Oceania",1.4039443731308,8.99382591247559,0,0.666666686534882,3,6500,35.13959536,0
"nso","Northern Sotho","Niger-Congo","S-Africa",1.5592542886734,7.96245002746582,0.662733972072601,0.666666686534882,6,4090000,78922.94346,1
"nss","Nali","Austronesian",,1.3897944688797,8.56066703796387,0,,,1800,139.2372297,0
"nst","Tase Naga","Sino-Tibetan","Southeast-Asia",,,0,1,1.5,100400,4818.72303,0
"nsz","Nisenan","Maiduan","California",,,0,0.833333313465118,6,1,,0
"ntj","Ngaanyatjarra","Australian","S-Australia",,,0,1,4,990,60507.16642,0
"ntm","Nateni","Niger-Congo","African-Savannah",,,0,1,1,66000,909.2504143,0
"nto","Ntomba","Niger-Congo","S-Africa",,,0,1,1,100000,12632.48119,0
"ntp","Northern Tepehuan","Uto-Aztecan","Mesoamerica",1.3016494512558,9.60028171539307,0,0.833333313465118,12,6200,3307.872314,0
"ntr","Delo","Niger-Congo",,1.37834119796753,7.79225635528564,0,,,16300,758.9447066,0
"num","Niuafo'ou","Austronesian","Oceania",,,0.5,0,3,690,53.10615308,0
"nun","Nung","Sino-Tibetan","Southeast-Asia",,,0,0.333333343267441,1,790,1152.613889,0
"nup","Nupe-Nupe-Tako","Niger-Congo","African-Savannah",,,0.200000002980232,0.190476194024086,7,800000,16163.58271,1
"nus","Nuer","Nilo-Saharan","African-Savannah",1.64729869365692,8.37590885162354,0.001252628280781,0.625,8,804900,95486.81619,0
"nut","Nung","Tai-Kadai","Southeast-Asia",,,0,0.025000000372529,10,856000,12264.60002,0
"nux","Mehek","Sepik","N-Coast-New-Guinea",,,0,1,2,6300,62.37150355,0
"nuy","Nunggubuyu","Australian","N-Australia",,,0,0.609848499298096,22,360,2773.419632,0
"nvm","Namiae","Trans-New-Guinea",,1.36961460113525,8.32858276367188,0,,,1200,67.35014377,0
"nwb","Nyabwa","Niger-Congo",,1.4582040309906,8.65064525604248,0,,,42700,4082.635246,0
"nwi","Southwest Tanna","Austronesian","Oceania",1.38709151744843,8.82593822479248,0,,,5000,150.3429067,0
"nxg","Ngad'a","Austronesian","Oceania",,,0,0,8,60000,818.0890165,0
"nya","Nyanja","Niger-Congo","S-Africa",1.59580135345459,10.0923519134521,,0.857142865657806,7,8402000,132569.7796,1
"nyf","Giryama","Niger-Congo",,1.650475025177,10.0164670944214,0,,,623000,12620.19146,0
"nyh","Nyigina","Australian","N-Australia",,,0,0.625,4,50,19241.22744,0
"nyi","Ama","Nilo-Saharan","African-Savannah",,,0,0.5,6,70000,727.0384282,0
"nyj","Nyanga","Niger-Congo","S-Africa",,,0,0.75,1,150000,6685.957568,0
"nym","Nyamwezi","Niger-Congo","S-Africa",,,0,0.699999988079071,10,980000,60360.82936,0
"nyn","Nyankore","Niger-Congo","S-Africa",1.65119481086731,11.0213890075684,0,0.75,8,2330000,16900.36009,0
"nyo","Nyoro","Niger-Congo","S-Africa",1.64215040206909,10.8817672729492,0,1,3,667000,12586.90506,0
"nyy","Nyakyusa-Ngonde","Niger-Congo",,1.57016253471375,10.7494621276855,0,,,1105000,5146.583801,0
"nzk","Nzakara","Niger-Congo","African-Savannah",,,0,0.666666686534882,6,50000,21639.33684,0
"nzm","Zeme Naga","Sino-Tibetan","Southeast-Asia",,,0,0.16666667163372,6,72800,258.8539159,0
"oaa","Orok","Altaic","N-Coast-Asia",,,0,0.885714292526245,7,64,3009.897227,0
"obo","Obo Manobo","Austronesian",,1.252965092659,8.03440380096436,0,,,60000,726.5818384,0
"oci","Occitan","Indo-European","Europe",,,,0.75,1,2043810,194319.3024,1
"ocu","Atzingo Matlatzinca","Otomanguean","Mesoamerica",,,0,0.699999988079071,10,75,48.5424094,0
"ogo","Khana","Niger-Congo","African-Savannah",,,0,0.378787875175476,11,200000,183.0554569,0
"ogu","Ogbronuagum","Niger-Congo","African-Savannah",,,0,0.555555582046509,9,12000,108.1816295,0
"ojs","Severn Ojibwa","Algic","E-North-America",2.22115206718445,10.6866321563721,0,1,1,10500,1739.828877,0
"oka","Okanagan","Salish","Basin-and-Plains",,,0,1,2,510,4445.583089,0
"okv","Orokaiva","Trans-New-Guinea",,1.40575325489044,8.03101253509522,0,0.800000011920929,5,35000,1592.974053,0
"old","Mochi","Niger-Congo",,1.76545262336731,10.43004322052,0,1,1,597000,973.2814432,0
"oma","Omaha-Ponca","Siouan-Catawban","Basin-and-Plains",,,0,1,3,85,814.9908346,0
"omb","East Ambae","Austronesian","Oceania",,,0,0.190476194024086,7,5000,206.5517182,0
"omw","South Tairora","Trans-New-Guinea",,1.17711043357849,9.58518218994141,0,,,7000,330.0554531,0
"one","Oneida","Iroquoian","E-North-America",,,0,0.555357158184052,26,250,832.7348765,0
"ong","Olo","Torricelli","N-Coast-New-Guinea",1.23581755161285,7.97146511077881,0,0.625,8,13700,1132.160732,0
"ons","Ono","Trans-New-Guinea","N-Coast-New-Guinea",,,0.090909093618393,0.4375,4,5500,303.5029964,0
"ood","Tohono O'odham","Uto-Aztecan","Basin-and-Plains",1.51012921333313,7.87855195999146,0,0.637499988079071,11.5,9600,15527.96096,0
"oon","Önge","Andamanese","Southeast-Asia",,,0,0.78125,8,94,703.0992488,0
"opm","Oksapmin","Trans-New-Guinea","Interior-New-Guinea",1.40816700458527,9.17634677886963,0,0.666666686534882,6,8000,646.3865697,0
"osa","Osage","Siouan-Catawban","E-North-America",,,0,0.222222223877907,9,5,1294.721259,0
"oss","Osetin","Indo-European","Greater-Mesopotamia",1.74131834506989,9.99935340881348,0,0.625,10,615000,4441.475306,0
"ote","Mezquital Otomi","Otomanguean","Mesoamerica",1.45521569252014,8.3068208694458,0,0.400892853736877,16,100000,1607.674585,0
"otm","Eastern Highland Otomi","Otomanguean","Mesoamerica",1.45480298995972,8.19014358520508,0,0.125,1,49300,319.0169901,0
"otn","Tenango Otomi","Otomanguean",,1.29766142368317,8.3892240524292,0,,,10000,416.6519285,0
"otr","Otoro","Niger-Congo","African-Savannah",,,0,1,4,10000,169.4101195,0
"ots","Estado de México Otomi","Otomanguean","Mesoamerica",1.41621136665344,8.4636344909668,0,,,10000,315.7644376,0
"otw","Ottawa","Algic",,,,0,0.533333361148834,12,27100,2371.407438,0
"otz","Ixtenco Otomi","Otomanguean","Mesoamerica",,,0,1,1,740,150.9883953,0
"oym","Wayampi","Tupian","NE-South-America",,,0,0.600000023841858,5,1180,16715.12944,0
"ozm","Koonzime","Niger-Congo",,1.62449896335602,8.60947132110596,0,,,30000,7952.820072,0
"pab","Parecís","Maipurean","NE-South-America",1.30516600608826,9.45197105407715,0,0,1,1290,8617.286278,0
"pac","Pacoh","Austro-Asiatic","Southeast-Asia",,,0,1,1,29200,1802.706206,0
"pad","Paumarí","Arauan","NE-South-America",1.19871938228607,9.57876300811768,0,0.575793623924255,21,870,7116.035074,0
"pag","Pangasinan","Austronesian","Oceania",1.54687714576721,8.74219131469727,,0.535714268684387,7,1160000,1209.236321,1
"pah","Tenharim","Tupian",,1.28582453727722,8.29412460327148,0,,,790,6196.949211,0
"pam","Pampangan","Austronesian","Oceania",1.49883949756622,8.64283180236816,,0.75,4,1900000,3297.447201,1
"pan","Eastern Panjabi","Indo-European","Indic",1.73492670059204,8.94726848602295,,0.578571438789368,21,27100000,50513.48149,1
"pao","Northern Paiute","Uto-Aztecan","Basin-and-Plains",,,0,0.462121218442917,11,1630,5505.764002,0
"pap","Papiamentu","Creole","NE-South-America",1.58726465702057,7.85856437683106,0.058846030384302,,,239400,922.5217909,1
"par","Panamint","Uto-Aztecan","Basin-and-Plains",,,0,0.47272726893425,11,20,148.1358627,0
"pau","Palauan","Austronesian","Oceania",,,,0.442187488079071,16,14800,456.6304063,1
"pav","Pakaásnovos","Chapacuran","NE-South-America",,,0,0.268727093935013,26,1930,3723.421352,0
"paw","Pawnee","Caddoan","Basin-and-Plains",,,0,0.863636374473572,11,20,100.7667312,0
"pay","Pech","Chibchan","Mesoamerica",,,0,0.75,3,990,1255.007719,0
"pbb","Páez","Paezan","NE-South-America",1.52222728729248,10.6256685256958,0,0.795454561710358,11,77400,10662.5389,0
"pbc","Patamona","Cariban",,1.39361810684204,8.67609405517578,0,,,4700,10727.53091,0
"pbi","Parkwa","Afro-Asiatic","African-Savannah",1.33415746688843,8.18106365203857,0,0.5,2,30000,55.79737527,0
"pbl","Mak","Niger-Congo",,1.47147643566132,8.29295158386231,0,,,5690,139.0021547,0
"pbr","Pangwa","Niger-Congo","S-Africa",,,0,1,1,95000,3954.77064,0
"pbs","Central Pame","Otomanguean","Mesoamerica",,,0,0.600000023841858,5,4350,1901.307494,0
"pcc","Bouyei","Tai-Kadai","Southeast-Asia",,,0,0,3,2649100,25796.60998,0
"pdt","Plautdietsch","Indo-European","Europe",1.74159133434296,8.74433994293213,0,,,84900,20890.88824,0
"peh","Bonan","Altaic","Inner-Asia",,,0,0.800000011920929,5,6000,1755.399634,0
"pei","Chichimeca-Jonaz","Otomanguean","Mesoamerica",,,0,0.5,2,200,179.3568539,0
"pes","Western Farsi","Indo-European","Greater-Mesopotamia",1.88892734050751,9.28466033935547,,0.524175822734833,26,22472000,706337.8433,1
"pia","Pima Bajo","Uto-Aztecan","Mesoamerica",,,0,0.722222208976746,9,1000,1849.251817,0
"pib","Yine","Maipurean",,1.56228768825531,10.0104427337646,0,0.666666686534882,6,4000,3421.227761,0
"pid","Piaroa","Sálivan","NE-South-America",,,0,0.75,8,12280,53405.28992,0
"pif","Pingelapese","Austronesian","Oceania",,,0,1,1,2500,2.50882894,0
"pio","Piapoco","Maipurean","NE-South-America",1.24714267253876,9.82358455657959,0,,,6380,20744.40013,0
"pip","Pero","Afro-Asiatic","African-Savannah",,,0,0.5625,8,25000,669.3814256,0
"pir","Piratapuyo","Tucanoan","NE-South-America",1.23567545413971,9.14692115783691,0,,,1070,647.5706345,0
"pis","Pijin","Creole",,1.25183153152466,7.18254709243774,0.926372945308685,,,24400,57.48872755,1
"piv","Pileni","Austronesian","Oceania",,,0,0.200000002980232,1,1660,17.42417308,0
"pjt","Pitjantjatjara","Australian","S-Australia",,,0.158227846026421,0.525757551193237,11,2120,336427.3019,0
"pkb","Upper Pokomo","Niger-Congo",,1.59004497528076,10.0034885406494,0,,,63000,2305.451226,0
"pko","Pökoot","Nilo-Saharan","S-Africa",,,0,0.777777791023255,9,334400,21576.56672,0
"plg","Pilagá","Guaykuruan","SE-South-America",1.29300582408905,8.71363067626953,0,0.699999988079071,10,4000,36555.29736,0
"plh","Paulohi","Austronesian","Oceania",,,0,0.472222208976746,9,50,5.775508464,0
"plo","Oluta Popoluca","Mixe-Zoquean","Mesoamerica",,,0,0.666666686534882,1,100,45.99825624,0
"pls","San Marcos Tlalcoyalco Popoloca","Otomanguean",,1.35126996040344,8.02393627166748,0,,,5000,90.00073396,0
"plt","Plateau Malagasy","Austronesian",,1.43386256694794,9.0407657623291,,0.308774262666702,27,7520000,134715.0786,1
"plu","Palikúr","Maipurean","NE-South-America",,,0,0.466666668653488,10,1420,2197.860066,0
"plw","Brooke's Point Palawano","Austronesian",,1.47579753398895,8.77774620056152,0,,,14400,976.915367,0
"pma","Paama","Austronesian","Oceania",,,0,0.529761910438538,21,6000,57.43129949,0
"pmf","Pamona","Austronesian",,1.22051870822907,8.0495023727417,0,,,106000,13703.32411,0
"pmj","Southern Pumi","Sino-Tibetan",,,,0,0.714285731315613,7,19000,3907.940585,0
"pne","Western Penan","Austronesian",,1.34321641921997,7.52127552032471,0,,,3455,1207.975329,0
"png","Pongu","Niger-Congo","African-Savannah",,,0,0,1,30000,1493.838419,0
"pnw","Panytyima","Australian","S-Australia",,,0,0.833333313465118,5,50,7672.132426,0
"poe","San Juan Atzingo Popoloca","Otomanguean","Mesoamerica",1.22175288200378,7.69064617156982,0,1,2,5000,158.2970895,0
"poh","Eastern Pokomchí","Mayan",,1.24347424507141,8.00632572174072,0,,,42200,313.3330842,0
"poi","Highland Popoluca","Mixe-Zoquean","Mesoamerica",1.35960185527802,8.68939113616943,0,0.833333313465118,6,30000,820.2550479,0
"pol","Polish","Indo-European","Europe",1.93973064422607,10.2086734771729,0.011101501062512,0.529761910438538,14,37794600,312244.7644,1
"pom","Southeastern Pomo","Pomoan","California",,,0,0.704761922359467,20,5,19.30670798,0
"pon","Pohnpeian","Austronesian","Oceania",,,,0.409090906381607,11,29000,357.4875191,1
"poo","Central Pomo","Pomoan","California",,,0,0.266666680574417,2,4,153.1115081,0
"por","Portuguese","Indo-European","Europe",1.77390694618225,9.11947631835938,0.048620223999024,0.453125,16,173000000,6871774.632,1
"pos","Sayula Popoluca","Mixe-Zoquean","Mesoamerica",,,0,0,1,4000,70.98341635,0
"pot","Potawatomi","Algic","E-North-America",,10.641526222229,0,0,1,1300,1158.595687,0
"poy","Pogolo","Niger-Congo","S-Africa",,,0,1,1,185000,5346.553498,0
"ppk","Uma","Austronesian","Oceania",1.50551915168762,9.51337909698486,0,0.625,2,20000,2225.076319,0
"ppl","Pipil","Uto-Aztecan","Mesoamerica",,,0.615384638309479,0.507563054561615,17,20,4019.895102,0
"ppo","Folopa","Trans-New-Guinea","Interior-New-Guinea",1.27222239971161,9.22898292541504,0,0.666666686534882,6,3000,2902.386736,0
"pqa","Pa'a","Afro-Asiatic","African-Savannah",,,0,0.5,8,8000,386.5430151,0
"pqm","Malecite-Passamaquoddy","Algic","E-North-America",,,0,0.576666653156281,15,2060,1084.511892,0
"pri","Paicî","Austronesian",,1.410120844841,7.60916471481323,0,,,5500,2325.632946,0
"prk","Parauk","Austro-Asiatic","Southeast-Asia",1.31421983242035,7.52948093414307,,,,1188000,16701.53328,1
"prn","Prasuni","Indo-European","Indic",,,0,0.5,4,1000,700.9502842,0
"prs","Eastern Farsi","Indo-European","Inner-Asia",1.87460112571716,9.08837890625,,1,1,5600000,138887.9365,1
"prx","Purik","Sino-Tibetan","Indic",,,0,0.857142865657806,7,37700,6083.97086,0
